UA,UANAME,CBSA,MNAME,MEMI,POPPT,HUPT,AREAPT,AREALANDPT,UAPOP,UAHU,UAAREA,UAAREALAND,MPOP,MHU,MAREA,MAREALAND,UAPOPPCT,UAHUPCT,UAAREAPCT,UAAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
19153,"Columbus, KS Urban Cluster",99999,"Not in a metro/micro area",,3272,1611,5177391,5177391,3272,1611,5177391,5177391,,,,,100,100,100,100,,,,
19180,"Columbus, MS Urban Cluster",18060,"Columbus, MS Micro Area",2,31174,13883,66686756,65921727,31174,13883,66686756,65921727,59779,26556,1337637765,1309262931,100,100,100,100,52.15,52.28,4.99,5.04
19207,"Columbus, NE Urban Cluster",18100,"Columbus, NE Micro Area",2,22106,9306,21242414,20788738,22106,9306,21242414,20788738,32237,13378,1773078049,1745805649,100,100,100,100,68.57,69.56,1.2,1.19
19234,"Columbus, OH Urbanized Area",18140,"Columbus, OH Metro Area",1,1368035,604025,1341274416,1322092399,1368035,604025,1341274416,1322092399,1836536,792340,10396641233,10275003941,100,100,100,100,74.49,76.23,12.9,12.87
19261,"Columbus, TX Urban Cluster",99999,"Not in a metro/micro area",,4176,1884,7365270,7338603,4176,1884,7365270,7338603,,,,,100,100,100,100,,,,
19288,"Columbus, WI Urban Cluster",13180,"Beaver Dam, WI Micro Area",2,72,31,137233,137233,6623,2918,10085222,9969107,88759,37005,2349259551,2267857853,1.09,1.06,1.36,1.38,.08,.08,.01,.01
19288,"Columbus, WI Urban Cluster",31540,"Madison, WI Metro Area",1,6551,2887,9947989,9831874,6623,2918,10085222,9969107,568593,252878,7257540566,7058620055,98.91,98.94,98.64,98.62,1.15,1.14,.14,.14
19315,"Columbus AFB, MS Urban Cluster",18060,"Columbus, MS Micro Area",2,3140,1707,9647893,9602977,3140,1707,9647893,9602977,59779,26556,1337637765,1309262931,100,100,100,100,5.25,6.43,.72,.73
19342,"Colusa, CA Urban Cluster",99999,"Not in a metro/micro area",,6791,2622,5866401,5866401,6791,2622,5866401,5866401,,,,,100,100,100,100,,,,
19369,"Colville, WA Urban Cluster",99999,"Not in a metro/micro area",,4966,2321,11912942,11912942,4966,2321,11912942,11912942,,,,,100,100,100,100,,,,
19396,"Comanche, TX Urban Cluster",99999,"Not in a metro/micro area",,3988,1769,6373439,6373439,3988,1769,6373439,6373439,,,,,100,100,100,100,,,,
19423,"Comfort, TX Urban Cluster",28500,"Kerrville, TX Micro Area",2,418,116,1331525,1329186,2653,974,5232510,5230171,49625,23831,2867830868,2857580696,15.76,11.91,25.45,25.41,.84,.49,.05,.05
19423,"Comfort, TX Urban Cluster",41700,"San Antonio-New Braunfels, TX Metro Area",1,2235,858,3900985,3900985,2653,974,5232510,5230171,2142508,837999,19090447026,18939658512,84.24,88.09,74.55,74.59,.1,.1,.02,.02
19450,"Commerce, GA Urban Cluster",99999,"Not in a metro/micro area",,6624,2830,16514123,16469768,6624,2830,16514123,16469768,,,,,100,100,100,100,,,,
19477,"Commerce, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",1,7717,3435,9312224,9254960,7717,3435,9312224,9254960,6371773,2502075,24048612908,23122123423,100,100,100,100,.12,.14,.04,.04
19504,"Concord, CA Urbanized Area",41860,"San Francisco-Oakland-Fremont, CA Metro Area",1,615968,244581,528752859,527710827,615968,244581,528752859,527710827,4335391,1741999,8873657334,6398672255,100,100,100,100,14.21,14.04,5.96,8.25
19531,"Concord, NH Urban Cluster",18180,"Concord, NH Micro Area",2,42611,18930,93090235,88355264,42611,18930,93090235,88355264,146445,63541,2477186128,2419349805,100,100,100,100,29.1,29.79,3.76,3.65
19558,"Concord, NC Urbanized Area",16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",1,130034,53422,264251112,263168904,214881,90164,468022371,466730343,1758038,737775,8150442295,7990592664,60.51,59.25,56.46,56.39,7.4,7.24,3.24,3.29
19558,"Concord, NC Urbanized Area",41580,"Salisbury, NC Micro Area",2,84687,36656,203373881,203165413,214881,90164,468022371,466730343,138428,60211,1356441101,1324451332,39.41,40.65,43.45,43.53,61.18,60.88,14.99,15.34
19558,"Concord, NC Urbanized Area",45640,"Thomasville-Lexington, NC Micro Area",2,160,86,397378,396026,214881,90164,468022371,466730343,162878,72655,1468569902,1431421129,.07,.1,.08,.08,.1,.12,.03,.03
19585,"Concordia, KS Urban Cluster",99999,"Not in a metro/micro area",,5340,2513,6465251,6465251,5340,2513,6465251,6465251,,,,,100,100,100,100,,,,
19597,"Conesus Lake, NY Urban Cluster",40380,"Rochester, NY Metro Area",1,4858,2911,16618888,10304783,4858,2911,16618888,10304783,1054323,455397,12613210563,7583793600,100,100,100,100,.46,.64,.13,.14
19612,"Conneaut, OH Urban Cluster",11780,"Ashtabula, OH Micro Area",2,14109,6257,39092150,39024769,14109,6257,39092150,39024769,101497,46099,3542850296,1817993244,100,100,100,100,13.9,13.57,1.1,2.15
19666,"Connell, WA Urban Cluster",28420,"Kennewick-Pasco-Richland, WA Metro Area",1,4076,883,7019024,7019024,4076,883,7019024,7019024,253340,93041,7835775739,7621169539,100,100,100,100,1.61,.95,.09,.09
19693,"Connersville, IN Urban Cluster",18220,"Connersville, IN Micro Area",2,15347,7190,22580931,22580931,15347,7190,22580931,22580931,24277,10898,557268024,556883990,100,100,100,100,63.22,65.98,4.05,4.05
19720,"Conrad, MT Urban Cluster",99999,"Not in a metro/micro area",,2578,1271,3235943,3235943,2578,1271,3235943,3235943,,,,,100,100,100,100,,,,
19755,"Conroe--The Woodlands, TX Urbanized Area",26420,"Houston-Sugar Land-Baytown, TX Metro Area",1,239938,92663,347846825,345296754,239938,92663,347846825,345296754,5946800,2308205,26085660453,22863087517,100,100,100,100,4.03,4.01,1.33,1.51
19774,"Constantine, MI Urban Cluster",44780,"Sturgis, MI Micro Area",2,4074,1762,8595510,8376129,4074,1762,8595510,8376129,61295,27778,1349467276,1296524618,100,100,100,100,6.65,6.34,.64,.65
19801,"Conway, AR Urbanized Area",30780,"Little Rock-North Little Rock-Conway, AR Metro Area",1,65277,27398,105325855,102818442,65277,27398,105325855,102818442,699757,306882,10874142574,10580594243,100,100,100,100,9.33,8.93,.97,.97
19828,"Cookeville, TN Urban Cluster",18260,"Cookeville, TN Micro Area",2,44016,19399,114746210,114499907,44207,19480,115219983,114973680,106042,48020,2996416920,2960112930,99.57,99.58,99.59,99.59,41.51,40.4,3.83,3.87
19828,"Cookeville, TN Urban Cluster",99999,"Not in a metro/micro area",,191,81,473773,473773,44207,19480,115219983,114973680,,,,,.43,.42,.41,.41,,,,
19882,"Coolidge, AZ Urban Cluster",38060,"Phoenix-Mesa-Glendale, AZ Metro Area",1,10919,4386,10917467,10913970,10919,4386,10917467,10913970,4192887,1798501,37810257043,37725129799,100,100,100,100,.26,.24,.03,.03
19909,"Coopersville, MI Urban Cluster",26100,"Holland-Grand Haven, MI Metro Area",1,3951,1611,5069632,5068827,3951,1611,5069632,5068827,263801,102495,4225331331,1459373665,100,100,100,100,1.5,1.57,.12,.35
19936,"Coos Bay, OR Urban Cluster",18300,"Coos Bay, OR Micro Area",2,31386,14685,47586313,42682802,31386,14685,47586313,42682802,63043,30593,4678458195,4134068696,100,100,100,100,49.79,48,1.02,1.03
19990,"Coquille, OR Urban Cluster",18300,"Coos Bay, OR Micro Area",2,4359,2035,9343671,9259249,4359,2035,9343671,9259249,63043,30593,4678458195,4134068696,100,100,100,100,6.91,6.65,.2,.22
20044,"Corcoran, CA Urban Cluster",25260,"Hanford-Corcoran, CA Metro Area",1,25516,4168,16859416,16859416,25516,4168,16969303,16969303,152982,43867,3604050863,3598582308,100,100,99.35,99.35,16.68,9.5,.47,.47
20044,"Corcoran, CA Urban Cluster",47300,"Visalia-Porterville, CA Metro Area",1,0,0,109887,109887,25516,4168,16969303,16969303,442179,141696,12532049785,12494658169,0,0,.65,.65,0,0,0,0
20071,"Cordele, GA Urban Cluster",18380,"Cordele, GA Micro Area",2,12416,5494,19529455,19477045,12416,5494,19529455,19477045,23439,10734,727660293,705987965,100,100,100,100,52.97,51.18,2.68,2.76
20098,"Corinth, MS Urban Cluster",18420,"Corinth, MS Micro Area",2,12469,6095,31031014,31030167,12469,6095,31031014,31030167,37057,17077,1039518498,1036092671,100,100,100,100,33.65,35.69,2.99,2.99
20125,"Corinth, NY Urban Cluster",10580,"Albany-Schenectady-Troy, NY Metro Area",1,3098,1361,4815157,4611993,3995,1939,7565627,7229085,870716,393297,7454547427,7281892392,77.55,70.19,63.65,63.8,.36,.35,.06,.06
20125,"Corinth, NY Urban Cluster",24020,"Glens Falls, NY Metro Area",1,897,578,2750470,2617092,3995,1939,7565627,7229085,128923,67570,4603684337,4398151987,22.45,29.81,36.35,36.2,.7,.86,.06,.06
20152,"Cornelia--Baldwin, GA Urban Cluster",18460,"Cornelia, GA Micro Area",2,17749,6469,48806337,48608762,18578,6782,50751580,50552620,43041,18146,722671890,716752092,95.54,95.38,96.17,96.15,41.24,35.65,6.75,6.78
20152,"Cornelia--Baldwin, GA Urban Cluster",99999,"Not in a metro/micro area",,829,313,1945243,1943858,18578,6782,50751580,50552620,,,,,4.46,4.62,3.83,3.85,,,,
20179,"Corning, AR Urban Cluster",99999,"Not in a metro/micro area",,3180,1511,5493812,5426404,3180,1511,5493812,5426404,,,,,100,100,100,100,,,,
20206,"Corning, CA Urban Cluster",39780,"Red Bluff, CA Micro Area",2,8553,3150,10011883,10011883,8553,3150,10011883,10011883,63463,26987,7671985844,7639709781,100,100,100,100,13.48,11.67,.13,.13
20233,"Corning, NY Urban Cluster",18500,"Corning, NY Micro Area",2,20477,9629,26476518,26191923,20477,9629,26476518,26191923,98990,48875,3636558896,3601531651,100,100,100,100,20.69,19.7,.73,.73
20247,"Corona de Tucson, AZ Urban Cluster",46060,"Tucson, AZ Metro Area",1,5469,2087,11096708,11096708,5469,2087,11096708,11096708,980263,440909,23799649464,23794311939,100,100,100,100,.56,.47,.05,.05
20287,"Corpus Christi, TX Urbanized Area",18580,"Corpus Christi, TX Metro Area",1,320069,130858,323758787,311528754,320069,130858,323758787,311528754,428185,182909,6219943153,4620556143,100,100,100,100,74.75,71.54,5.21,6.74
20314,"Corry, PA Urban Cluster",21500,"Erie, PA Metro Area",1,6113,2636,9438264,9434712,6571,2840,10388194,10384642,280566,119138,4035800438,2069799485,93.03,92.82,90.86,90.85,2.18,2.21,.23,.46
20314,"Corry, PA Urban Cluster",47620,"Warren, PA Micro Area",2,458,204,949930,949930,6571,2840,10388194,10384642,41815,23560,2327266611,2289898600,6.97,7.18,9.14,9.15,1.1,.87,.04,.04
20341,"Corsicana, TX Urban Cluster",18620,"Corsicana, TX Micro Area",2,22599,9024,32960709,32732100,22599,9024,32960709,32732100,47735,20234,2812561876,2614922711,100,100,100,100,47.34,44.6,1.17,1.25
20368,"Cortez, CO Urban Cluster",99999,"Not in a metro/micro area",,8380,3781,9581189,9510796,8380,3781,9581189,9510796,,,,,100,100,100,100,,,,
20395,"Cortland, NY Urban Cluster",18660,"Cortland, NY Micro Area",2,27493,11001,27754443,27633286,27493,11001,27754443,27633286,49336,20577,1298926870,1291782573,100,100,100,100,55.73,53.46,2.14,2.14
20422,"Corvallis, OR Urbanized Area",18700,"Corvallis, OR Metro Area",1,62433,26689,54896273,54685518,62433,26689,54896273,54685518,85579,36245,1757598196,1750680238,100,100,100,100,72.95,73.63,3.12,3.12
20449,"Corydon, IN Urban Cluster",31140,"Louisville/Jefferson County, KY-IN Metro Area",1,5506,2491,9511161,9511161,5506,2491,9511161,9511161,1283566,559837,10867998088,10647084608,100,100,100,100,.43,.44,.09,.09
20476,"Coshocton, OH Urban Cluster",18740,"Coshocton, OH Micro Area",2,11517,5613,13674557,13563756,11517,5613,13674557,13563756,36901,16545,1469773983,1460529028,100,100,100,100,31.21,33.93,.93,.93
20503,"Cottage Grove, OR Urban Cluster",21660,"Eugene-Springfield, OR Metro Area",1,11007,4746,13888390,13711821,11007,4746,13888390,13711821,351715,156112,12229575559,11792524334,100,100,100,100,3.13,3.04,.11,.12
20530,"Cottonport, LA Urban Cluster",99999,"Not in a metro/micro area",,3631,808,4772322,4772322,3631,808,4772322,4772322,,,,,100,100,100,100,,,,
20584,"Cottonwood, CA Urban Cluster",39820,"Redding, CA Metro Area",1,4419,1731,8772172,8772172,4419,1731,8772172,8772172,177223,77313,9964777854,9778246966,100,100,100,100,2.49,2.24,.09,.09
20595,"Cottonwood--Verde Village, AZ Urban Cluster",39140,"Prescott, AZ Metro Area",1,26650,12874,37644560,37644560,26650,12874,37644560,37644560,211033,110432,21051266664,21039764981,100,100,100,100,12.63,11.66,.18,.18
20611,"Cotulla, TX Urban Cluster",99999,"Not in a metro/micro area",,3694,1657,4999319,4997331,3694,1657,4999319,4997331,,,,,100,100,100,100,,,,
20632,"Country Lakes, MD Urban Cluster",30500,"Lexington Park, MD Micro Area",2,2603,833,8666217,8662283,2603,833,8666217,8662283,105151,41282,1979402010,925092041,100,100,100,100,2.48,2.02,.44,.94
20665,"Covington, IN Urban Cluster",99999,"Not in a metro/micro area",,2625,1192,2873694,2873694,2625,1192,2873694,2873694,,,,,100,100,100,100,,,,
20692,"Covington, OH Urban Cluster",19380,"Dayton, OH Metro Area",1,2727,1212,3211654,3211654,2727,1212,3211654,3211654,841502,385160,4446253131,4418474592,100,100,100,100,.32,.31,.07,.07
20719,"Covington, TN Urban Cluster",32820,"Memphis, TN-MS-AR Metro Area",1,8578,3558,17164096,17164096,8578,3558,17164096,17164096,1316100,550896,12171451199,11856577553,100,100,100,100,.65,.65,.14,.14
20746,"Covington, VA Urban Cluster",99999,"Not in a metro/micro area",,8430,4240,21269829,20825766,8430,4240,21269829,20825766,,,,,100,100,100,100,,,,
20773,"Coxsackie, NY Urban Cluster",99999,"Not in a metro/micro area",,6341,1819,10315180,10315180,6341,1819,10315180,10315180,,,,,100,100,100,100,,,,
20800,"Cozad, NE Urban Cluster",30420,"Lexington, NE Micro Area",2,3863,1827,4718359,4718359,3863,1827,4718359,4718359,26370,11390,3838767128,3810522001,100,100,100,100,14.65,16.04,.12,.12
20827,"Craig, CO Urban Cluster",99999,"Not in a metro/micro area",,10021,4272,14724778,14724778,10021,4272,14724778,14724778,,,,,100,100,100,100,,,,
20854,"Crane, TX Urban Cluster",99999,"Not in a metro/micro area",,3907,1442,3459959,3459959,3907,1442,3459959,3459959,,,,,100,100,100,100,,,,
20881,"Crawfordsville, IN Urban Cluster",18820,"Crawfordsville, IN Micro Area",2,18012,8067,31036310,30948603,18012,8067,31036310,30948603,38124,16535,1309096742,1306941391,100,100,100,100,47.25,48.79,2.37,2.37
20890,"Crawfordville, FL Urban Cluster",45220,"Tallahassee, FL Metro Area",1,8342,3354,24766569,24766569,8342,3354,24766569,24766569,367413,163078,6740645604,6184107754,100,100,100,100,2.27,2.06,.37,.4
20908,"Crescent City, CA Urban Cluster",18860,"Crescent City, CA Micro Area",2,18976,6690,30920350,30762111,18976,6690,30920350,30762111,28610,11186,3185019519,2606493856,100,100,100,100,66.33,59.81,.97,1.18
20935,"Crescent City, FL Urban Cluster",37260,"Palatka, FL Micro Area",2,2812,1689,12747636,12672120,2812,1689,12747636,12672120,74364,37337,2141716683,1884532662,100,100,100,100,3.78,4.52,.6,.67
20962,"Cresco, IA Urban Cluster",99999,"Not in a metro/micro area",,3540,1706,4274584,4274584,3540,1706,4274584,4274584,,,,,100,100,100,100,,,,
20980,"Cresson, PA Urban Cluster",11020,"Altoona, PA Metro Area",1,102,47,204420,204420,11106,3284,24420892,24317204,127089,56276,1365100822,1361815301,.92,1.43,.84,.84,.08,.08,.01,.02
20980,"Cresson, PA Urban Cluster",27780,"Johnstown, PA Metro Area",1,11004,3237,24216472,24112784,11106,3284,24420892,24317204,143679,65650,1796500413,1782819861,99.08,98.57,99.16,99.16,7.66,4.93,1.35,1.35
21016,"Creston, IA Urban Cluster",99999,"Not in a metro/micro area",,7617,3655,10218558,10214799,7617,3655,10218558,10214799,,,,,100,100,100,100,,,,
21043,"Crestview, FL Urban Cluster",18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",1,32432,13454,62349117,61039441,32432,13454,62349117,61039441,180822,92407,2802569833,2409328778,100,100,100,100,17.94,14.56,2.22,2.53
21070,"Creswell, OR Urban Cluster",21660,"Eugene-Springfield, OR Metro Area",1,6320,2564,9361411,9308198,6320,2564,9361411,9308198,351715,156112,12229575559,11792524334,100,100,100,100,1.8,1.64,.08,.08
21097,"Crete, NE Urban Cluster",99999,"Not in a metro/micro area",,6948,2383,6563185,6527069,6948,2383,6563185,6527069,,,,,100,100,100,100,,,,
21124,"Crewe, VA Urban Cluster",99999,"Not in a metro/micro area",,4323,1247,7247554,7211279,4323,1247,7247554,7211279,,,,,100,100,100,100,,,,
21151,"Crisfield, MD Urban Cluster",41540,"Salisbury, MD Metro Area",1,3600,1928,5706517,5655938,3600,1928,5706517,5655938,125203,52322,2617417666,1797883733,100,100,100,100,2.88,3.68,.22,.31
21178,"Crittenden, KY Urban Cluster",17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",1,4221,1598,8634426,8575311,4221,1598,8634426,8575311,2130151,917396,11566300495,11374928023,100,100,100,100,.2,.17,.07,.08
21205,"Crockett, TX Urban Cluster",99999,"Not in a metro/micro area",,6292,2780,14732310,14732310,6292,2780,14732310,14732310,,,,,100,100,100,100,,,,
21220,"Crooked Lake Park, FL Urban Cluster",29460,"Lakeland-Winter Haven, FL Metro Area",1,4335,1961,10229393,9592431,4335,1961,10229393,9592431,602095,281214,5207301593,4656375819,100,100,100,100,.72,.7,.2,.21
21232,"Crookston, MN Urban Cluster",24220,"Grand Forks, ND-MN Metro Area",1,7964,3274,10500309,10500309,7964,3274,10500309,10500309,98461,43954,8902535688,8825395590,100,100,100,100,8.09,7.45,.12,.12
21259,"Crooksville, OH Urban Cluster",49780,"Zanesville, OH Micro Area",2,744,338,614378,614146,4866,2089,7106542,7069664,86074,38074,1741982324,1721250930,15.29,16.18,8.65,8.69,.86,.89,.04,.04
21259,"Crooksville, OH Urban Cluster",99999,"Not in a metro/micro area",,4122,1751,6492164,6455518,4866,2089,7106542,7069664,,,,,84.71,83.82,91.35,91.31,,,,
21286,"Crosby, MN Urban Cluster",14660,"Brainerd, MN Micro Area",2,3478,1954,10020140,5569124,3478,1954,10020140,5569124,91067,65083,9247901087,7823413217,100,100,100,100,3.82,3,.11,.07
21313,"Cross City, FL Urban Cluster",99999,"Not in a metro/micro area",,3773,1148,8999598,8999598,3773,1148,8999598,8999598,,,,,100,100,100,100,,,,
21340,"Crossett, AR Urban Cluster",99999,"Not in a metro/micro area",,7835,3700,21109498,20653913,7835,3700,21109498,20653913,,,,,100,100,100,100,,,,
21394,"Crossville, TN Urban Cluster",18900,"Crossville, TN Micro Area",2,16337,8038,57744828,54853057,16337,8038,57744828,54853057,56053,28151,1773673501,1763847584,100,100,100,100,29.15,28.55,3.26,3.11
21421,"Crowley, LA Urban Cluster",18940,"Crowley, LA Micro Area",2,14908,6472,17814777,17790621,14908,6472,17814777,17790621,61773,25387,1702799367,1696750566,100,100,100,100,24.13,25.49,1.05,1.05
21448,"Crozet, VA Urban Cluster",16820,"Charlottesville, VA Metro Area",1,5527,2215,9094245,9035806,5527,2215,9094245,9035806,201559,89134,4293514695,4258053333,100,100,100,100,2.74,2.49,.21,.21
21475,"Cruz Bay, VI Urban Cluster",99999,"Not in a metro/micro area",,3090,2464,8070600,7988028,3090,2464,8070600,7988028,,,,,100,100,100,100,,,,
21502,"Crystal City, TX Urban Cluster",99999,"Not in a metro/micro area",,7236,2586,8380190,8377340,7236,2586,8380190,8377340,,,,,100,100,100,100,,,,
21529,"Crystal River, FL Urban Cluster",26140,"Homosassa Springs, FL Micro Area",2,4388,2783,12605586,12506860,4388,2783,12605586,12506860,141236,78026,2002822559,1506586255,100,100,100,100,3.11,3.57,.63,.83
21556,"Crystal Springs, MS Urban Cluster",27140,"Jackson, MS Metro Area",1,5269,2088,10302907,10302907,5269,2088,10302907,10302907,539057,222584,9829242350,9650657092,100,100,100,100,.98,.94,.1,.11
21583,"Cuba, MO Urban Cluster",99999,"Not in a metro/micro area",,3273,1518,5362565,5362565,3273,1518,5362565,5362565,,,,,100,100,100,100,,,,
21610,"Cuero, TX Urban Cluster",99999,"Not in a metro/micro area",,8099,2933,13841912,13841912,8099,2933,13841912,13841912,,,,,100,100,100,100,,,,
21637,"Cullman, AL Urban Cluster",18980,"Cullman, AL Micro Area",2,18356,8466,58462813,57622060,18356,8466,58462813,57622060,80406,37054,1955495254,1903228333,100,100,100,100,22.83,22.85,2.99,3.03
21664,"Cullowhee, NC Urban Cluster",99999,"Not in a metro/micro area",,10837,4239,20222474,20222474,10837,4239,20222474,20222474,,,,,100,100,100,100,,,,
21691,"Culpeper, VA Urban Cluster",19020,"Culpeper, VA Micro Area",2,17778,6984,19675031,19619776,17778,6984,19675031,19619776,46689,17657,990782908,982210871,100,100,100,100,38.08,39.55,1.99,2
21718,"Cumberland, KY Urban Cluster",99999,"Not in a metro/micro area",,3711,1903,6149589,6064703,3711,1903,6149589,6064703,,,,,100,100,100,100,,,,
21745,"Cumberland, MD--WV--PA Urbanized Area",19060,"Cumberland, MD-WV Metro Area",1,51868,23123,85017391,84371310,51899,23143,85157561,84511480,103299,46350,1966187986,1947638700,99.94,99.91,99.84,99.83,50.21,49.89,4.32,4.33
